File,Line,Pattern,Risk Level,Suggestion
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,660,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,661,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,662,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,663,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,664,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,665,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,666,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,667,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,668,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,669,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,671,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,672,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,673,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,674,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,675,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,676,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,677,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,678,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,679,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,680,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,681,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,682,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,683,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,684,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,685,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,686,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,687,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,688,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,689,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,690,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,691,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,692,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,694,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,695,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,696,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,697,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,698,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,699,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,700,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,701,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,702,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,703,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,704,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,705,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,706,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,707,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,708,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,709,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,710,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,711,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,712,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,714,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,715,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,716,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,717,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,718,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,719,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,720,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,721,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,722,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,723,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,724,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,725,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,726,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,727,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,729,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,730,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,731,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,732,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,733,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,734,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,735,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,736,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,737,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,791,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,792,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,793,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/linked_list.rs,794,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/markers.rs,5,concurrency,HIGH: Manual Send/Sync impl,Verify thread safety
/home/kalyaan/tokio/tokio/src/util/atomic_cell.rs,10,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/atomic_cell.rs,11,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/atomic_cell.rs,42,from_raw_parts,HIGH: Creating from raw parts,Ensure proper ownership and layout
/home/kalyaan/tokio/tokio/src/util/try_lock.rs,18,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/try_lock.rs,19,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/try_lock.rs,21,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/try_lock.rs,66,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/try_lock.rs,72,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/sync_wrapper.rs,14,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/sync_wrapper.rs,18,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/util/memchr.rs,16,ffi,HIGH: FFI without safety comment,Add SAFETY comment
/home/kalyaan/tokio/tokio/src/runtime/task/mod.rs,239,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/mod.rs,240,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/mod.rs,248,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/mod.rs,249,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/mod.rs,274,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/mod.rs,275,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/mod.rs,366,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/mod.rs,373,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/mod.rs,403,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/mod.rs,414,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/mod.rs,436,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/mod.rs,545,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/mod.rs,553,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/mod.rs,557,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/mod.rs,567,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/mod.rs,568,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/mod.rs,570,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/join.rs,162,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/join.rs,163,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/join.rs,311,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/join.rs,338,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/join.rs,339,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/join.rs,340,raw_pointers,MEDIUM: Raw pointer usage,Consider using NonNull<T>
/home/kalyaan/tokio/tokio/src/runtime/task/join.rs,341,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/join.rs,367,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/join.rs,368,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/core.rs,178,concurrency,HIGH: Manual Send/Sync impl,Verify thread safety
/home/kalyaan/tokio/tokio/src/runtime/task/core.rs,179,concurrency,HIGH: Manual Send/Sync impl,Verify thread safety
/home/kalyaan/tokio/tokio/src/runtime/task/core.rs,194,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/core.rs,251,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/core.rs,253,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/core.rs,257,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/core.rs,261,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/core.rs,264,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/core.rs,265,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/core.rs,266,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/core.rs,267,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/core.rs,268,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/core.rs,269,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/core.rs,270,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/core.rs,271,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/core.rs,322,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/core.rs,328,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/core.rs,349,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/core.rs,350,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/core.rs,351,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/core.rs,361,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/core.rs,362,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/core.rs,363,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/core.rs,376,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/core.rs,383,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/core.rs,390,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/core.rs,397,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/core.rs,404,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/core.rs,412,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/core.rs,426,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/core.rs,437,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/core.rs,448,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/core.rs,459,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/core.rs,473,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/core.rs,479,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/core.rs,485,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/waker.rs,28,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/waker.rs,67,raw_pointers,MEDIUM: Raw pointer usage,Consider using NonNull<T>
/home/kalyaan/tokio/tokio/src/runtime/task/waker.rs,74,raw_pointers,MEDIUM: Raw pointer usage,Consider using NonNull<T>
/home/kalyaan/tokio/tokio/src/runtime/task/waker.rs,81,raw_pointers,MEDIUM: Raw pointer usage,Consider using NonNull<T>
/home/kalyaan/tokio/tokio/src/runtime/task/waker.rs,89,raw_pointers,MEDIUM: Raw pointer usage,Consider using NonNull<T>
/home/kalyaan/tokio/tokio/src/runtime/task/trace/mod.rs,81,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/trace/mod.rs,88,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/trace/mod.rs,101,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/trace/mod.rs,102,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/trace/mod.rs,103,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/trace/mod.rs,160,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/trace/mod.rs,231,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/trace/mod.rs,232,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/trace/mod.rs,233,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/trace/mod.rs,247,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/trace/mod.rs,248,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/trace/mod.rs,249,raw_pointers,MEDIUM: Raw pointer usage,Consider using NonNull<T>
/home/kalyaan/tokio/tokio/src/runtime/task/trace/mod.rs,250,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/trace/mod.rs,251,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/trace/mod.rs,303,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/raw.rs,16,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/raw.rs,19,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/raw.rs,22,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/raw.rs,25,raw_pointers,MEDIUM: Raw pointer usage,Consider using NonNull<T>
/home/kalyaan/tokio/tokio/src/runtime/task/raw.rs,28,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/raw.rs,31,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/raw.rs,34,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/raw.rs,166,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/raw.rs,171,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/raw.rs,180,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/raw.rs,185,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/raw.rs,190,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/raw.rs,201,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/raw.rs,206,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/raw.rs,211,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/raw.rs,212,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/raw.rs,213,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/raw.rs,218,raw_pointers,MEDIUM: Raw pointer usage,Consider using NonNull<T>
/home/kalyaan/tokio/tokio/src/runtime/task/raw.rs,225,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/raw.rs,230,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/raw.rs,235,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/raw.rs,250,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/raw.rs,262,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/raw.rs,269,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/raw.rs,274,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/raw.rs,283,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/raw.rs,288,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/raw.rs,299,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/raw.rs,304,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/raw.rs,309,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/list.rs,101,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/list.rs,109,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/list.rs,121,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/list.rs,126,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/list.rs,130,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/list.rs,131,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/list.rs,132,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/list.rs,133,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/list.rs,134,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/list.rs,208,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/list.rs,269,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/list.rs,270,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/list.rs,271,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/list.rs,272,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/list.rs,273,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/list.rs,310,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/list.rs,336,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/abort.rs,74,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/abort.rs,78,concurrency,HIGH: Manual Send/Sync impl,Verify thread safety
/home/kalyaan/tokio/tokio/src/runtime/task/abort.rs,79,concurrency,HIGH: Manual Send/Sync impl,Verify thread safety
/home/kalyaan/tokio/tokio/src/runtime/task/abort.rs,87,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/abort.rs,88,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/harness.rs,25,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/harness.rs,36,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/harness.rs,44,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/harness.rs,48,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/harness.rs,272,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/harness.rs,273,from_raw_parts,HIGH: Creating from raw parts,Ensure proper ownership and layout
/home/kalyaan/tokio/tokio/src/runtime/task/harness.rs,274,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/harness.rs,320,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/harness.rs,361,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/harness.rs,413,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/harness.rs,434,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/harness.rs,472,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/harness.rs,473,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/harness.rs,474,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/harness.rs,481,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/harness.rs,482,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/task/harness.rs,483,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/local_runtime/runtime.rs,156,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/local_runtime/runtime.rs,157,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/local_runtime/runtime.rs,158,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/local_runtime/runtime.rs,159,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/park.rs,295,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/park.rs,296,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/park.rs,297,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/park.rs,298,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/park.rs,308,raw_pointers,MEDIUM: Raw pointer usage,Consider using NonNull<T>
/home/kalyaan/tokio/tokio/src/runtime/park.rs,313,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/park.rs,320,raw_pointers,MEDIUM: Raw pointer usage,Consider using NonNull<T>
/home/kalyaan/tokio/tokio/src/runtime/park.rs,325,raw_pointers,MEDIUM: Raw pointer usage,Consider using NonNull<T>
/home/kalyaan/tokio/tokio/src/runtime/park.rs,329,raw_pointers,MEDIUM: Raw pointer usage,Consider using NonNull<T>
/home/kalyaan/tokio/tokio/src/runtime/park.rs,334,raw_pointers,MEDIUM: Raw pointer usage,Consider using NonNull<T>
/home/kalyaan/tokio/tokio/src/runtime/context.rs,200,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/handle.rs,353,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/time/mod.rs,1,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/time/mod.rs,335,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/time/mod.rs,338,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/time/mod.rs,371,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/time/mod.rs,372,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/time/mod.rs,373,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/time/mod.rs,374,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/time/mod.rs,375,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/time/mod.rs,376,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/time/mod.rs,377,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/time/mod.rs,378,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/time/mod.rs,390,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/time/mod.rs,396,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/time/mod.rs,403,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/time/mod.rs,411,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/time/mod.rs,418,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/time/mod.rs,432,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/time/mod.rs,486,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/time/wheel/mod.rs,89,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/time/wheel/mod.rs,102,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/time/wheel/mod.rs,103,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/time/wheel/mod.rs,104,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/time/wheel/mod.rs,117,other,LOW,Review for potential safety issues
/home/kalyaan/tokio/tokio/src/runtime/time/wheel/mod.rs,118,other,LOW,Review for potential safety issues
