File,Line,Pattern,Risk Level,Suggestion
/home/kalyaan/rayon/rayon-core/src/registry.rs,730,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/registry.rs,737,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/registry.rs,774,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/registry.rs,782,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/registry.rs,821,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/registry.rs,848,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/registry.rs,858,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/registry.rs,867,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/registry.rs,912,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/registry.rs,953,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/registry.rs,954,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/registry.rs,955,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/registry.rs,956,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/registry.rs,957,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/registry.rs,958,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/registry.rs,959,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/registry.rs,960,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/broadcast/mod.rs,25,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/broadcast/mod.rs,41,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/broadcast/mod.rs,57,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/broadcast/mod.rs,97,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/broadcast/mod.rs,128,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/thread_pool/mod.rs,198,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/thread_pool/mod.rs,349,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/thread_pool/mod.rs,365,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/thread_pool/mod.rs,377,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/thread_pool/mod.rs,445,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/thread_pool/mod.rs,446,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/thread_pool/mod.rs,447,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/thread_pool/mod.rs,448,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/thread_pool/mod.rs,459,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/thread_pool/mod.rs,460,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/thread_pool/mod.rs,461,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/thread_pool/mod.rs,462,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/thread_pool/mod.rs,478,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/thread_pool/mod.rs,479,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/thread_pool/mod.rs,480,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/thread_pool/mod.rs,481,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/thread_pool/mod.rs,495,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/thread_pool/mod.rs,496,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/thread_pool/mod.rs,497,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/thread_pool/mod.rs,498,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/job.rs,24,raw_pointers,MEDIUM: Raw pointer usage,Consider using NonNull<T>
/home/kalyaan/rayon/rayon-core/src/job.rs,35,raw_pointers,MEDIUM: Raw pointer usage,Consider using NonNull<T>
/home/kalyaan/rayon/rayon-core/src/job.rs,38,concurrency,HIGH: Manual Send/Sync impl,Verify thread safety
/home/kalyaan/rayon/rayon-core/src/job.rs,39,concurrency,HIGH: Manual Send/Sync impl,Verify thread safety
/home/kalyaan/rayon/rayon-core/src/job.rs,44,raw_pointers,MEDIUM: Raw pointer usage,Consider using NonNull<T>
/home/kalyaan/rayon/rayon-core/src/job.rs,63,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/job.rs,97,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/job.rs,101,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/job.rs,105,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/job.rs,116,raw_pointers,MEDIUM: Raw pointer usage,Consider using NonNull<T>
/home/kalyaan/rayon/rayon-core/src/job.rs,150,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/job.rs,159,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/job.rs,167,raw_pointers,MEDIUM: Raw pointer usage,Consider using NonNull<T>
/home/kalyaan/rayon/rayon-core/src/job.rs,193,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/job.rs,202,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/job.rs,210,raw_pointers,MEDIUM: Raw pointer usage,Consider using NonNull<T>
/home/kalyaan/rayon/rayon-core/src/job.rs,249,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/job.rs,259,raw_pointers,MEDIUM: Raw pointer usage,Consider using NonNull<T>
/home/kalyaan/rayon/rayon-core/src/spawn/mod.rs,65,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/spawn/mod.rs,71,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/spawn/mod.rs,86,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/spawn/mod.rs,135,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/spawn/mod.rs,141,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/join/mod.rs,132,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/join/mod.rs,181,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/scope/mod.rs,419,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/scope/mod.rs,456,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/scope/mod.rs,524,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/scope/mod.rs,546,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/scope/mod.rs,584,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/scope/mod.rs,597,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/scope/mod.rs,612,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/scope/mod.rs,643,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/scope/mod.rs,644,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/scope/mod.rs,645,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/scope/mod.rs,646,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/scope/mod.rs,654,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/scope/mod.rs,668,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/scope/mod.rs,676,raw_pointers,MEDIUM: Raw pointer usage,Consider using NonNull<T>
/home/kalyaan/rayon/rayon-core/src/scope/mod.rs,686,raw_pointers,MEDIUM: Raw pointer usage,Consider using NonNull<T>
/home/kalyaan/rayon/rayon-core/src/scope/mod.rs,726,from_raw_parts,HIGH: Creating from raw parts,Ensure proper ownership and layout
/home/kalyaan/rayon/rayon-core/src/scope/mod.rs,760,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/scope/mod.rs,763,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/scope/mod.rs,767,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/scope/test.rs,147,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/latch.rs,50,raw_pointers,MEDIUM: Raw pointer usage,Consider using NonNull<T>
/home/kalyaan/rayon/rayon-core/src/latch.rs,126,raw_pointers,MEDIUM: Raw pointer usage,Consider using NonNull<T>
/home/kalyaan/rayon/rayon-core/src/latch.rs,196,raw_pointers,MEDIUM: Raw pointer usage,Consider using NonNull<T>
/home/kalyaan/rayon/rayon-core/src/latch.rs,265,raw_pointers,MEDIUM: Raw pointer usage,Consider using NonNull<T>
/home/kalyaan/rayon/rayon-core/src/latch.rs,300,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/latch.rs,395,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/latch.rs,408,raw_pointers,MEDIUM: Raw pointer usage,Consider using NonNull<T>
/home/kalyaan/rayon/rayon-core/src/latch.rs,444,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/latch.rs,451,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/src/latch.rs,457,raw_pointers,MEDIUM: Raw pointer usage,Consider using NonNull<T>
/home/kalyaan/rayon/rayon-core/tests/stack_overflow_crash.rs,20,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/tests/stack_overflow_crash.rs,21,ffi,HIGH: FFI without safety comment,Add SAFETY comment
/home/kalyaan/rayon/rayon-core/tests/stack_overflow_crash.rs,22,ffi,HIGH: FFI without safety comment,Add SAFETY comment
/home/kalyaan/rayon/rayon-core/tests/stack_overflow_crash.rs,23,ffi,HIGH: FFI without safety comment,Add SAFETY comment
/home/kalyaan/rayon/rayon-core/tests/stack_overflow_crash.rs,24,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/tests/stack_overflow_crash.rs,25,other,LOW,Review for potential safety issues
/home/kalyaan/rayon/rayon-core/tests/stack_overflow_crash.rs,26,other,LOW,Review for potential safety issues
